date,value,gen_total,gen_hidro,gen_termica,gen_solar,gen_eolica,ratio_hidro
"2025-12-04",242114500,242114500,200761590,25741910,15255730,355270,82.92
"2025-12-05",244640510,244640510,207992610,22699330,13658420,290150,85.02
"2025-12-06",237986690,237986690,202289950,20820350,14507090,369300,85
"2025-12-07",217992270,217992270,182608150,20580210,14345830,458080,83.77
"2025-12-08",223567640,223567640,188622140,19774000,14870170,301330,84.37
"2025-12-09",244433620,244433620,212915340,20453220,10409940,655120,87.11
"2025-12-10",246324180,246324180,209607280,24561680,11469040,686180,85.09
"2025-12-11",248370130,248370130,209290430,25871410,12513080,695210,84.27
"2025-12-12",248206950,248206950,208970800,27166720,11307900,761530,84.19
"2025-12-13",242289680,242289680,202157450,26256010,13160490,715730,83.44
"2025-12-14",222608440,222608440,184164440,24332450,13501710,609840,82.73
"2025-12-15",250601650,250601650,204744150,30811340,14468730,577430,81.7
"2025-12-16",252459040,252459040,202617020,35176680,14150830,514510,80.26
"2025-12-17",253996050,253996050,197066300,42818640,13535310,575800,77.59
"2025-12-18",251533100,251533100,195150720,42473390,13350550,558440,77.58
"2025-12-19",252302870,252302870,194301070,43403410,13882640,715750,77.01
"2025-12-20",236223310,236223310,178713630,41293180,15503850,712650,75.65
"2025-12-21",214716110,214716110,162290880,38666340,13117730,641160,75.58
"2025-12-22",235977350,235977350,182090290,40652030,12516580,718450,77.16
"2025-12-23",245303980,245303980,184019740,44501690,16118650,663900,75.02
"2025-12-24",229917940,229917940,175853710,38209040,15190380,664810,76.49
"2025-12-25",204483010,204483010,162848100,26067900,15069920,497090,79.64
"2025-12-26",231225650,231225650,179526990,34055670,17144300,498690,77.64
"2025-12-27",230641160,230641160,173385610,38887240,17754610,613700,75.18
"2025-12-28",219439930,219439930,164129170,37799770,16832780,678210,74.79
"2025-12-29",238412130,238412130,179020420,41184310,17460770,746630,75.09
"2025-12-30",236974110,236974110,179243970,40965270,16073630,691240,75.64
"2025-12-31",222639412,222639412,166894750,38512142,16695890,536630,74.96
"2026-01-01",196639710,196639710,145710870,35368630,15038590,521620,74.1
"2026-01-02",213316110,213316110,165531500,37468610,9725970,590030,77.6
"2026-01-03",222782440,222782440,164876310,43951230,13521040,433860,74.01
"2026-01-04",202177440,202177440,154456910,37443560,9729120,547850,76.4
"2026-01-05",233709090,233709090,180989400,40817170,11471300,431220,77.44
"2026-01-06",237387000,237387000,183399260,40851860,12575380,560500,77.26
"2026-01-07",239060040,239060040,185516580,37163870,15823840,555750,77.6
"2026-01-08",242483170,242483170,196350140,29072140,16375670,685220,80.97
"2026-01-09",245137230,245137230,202862400,25407570,16049390,817870,82.75
"2026-01-10",230413500,230413500,193069780,21900130,14670960,772630,83.79
"2026-01-11",208143250,208143250,176355780,19484550,11556560,746360,84.73
"2026-01-12",208957478,208957478,180908018,18518510,8838600,692350,86.58
"2026-01-13",232796740,232796740,199103310,21640980,11440540,611910,85.53
"2026-01-14",236151230,236151230,201310830,21919320,12402740,518340,85.25
"2026-01-15",235511130,235511130,200576510,24578190,9885090,471340,85.17
"2026-01-16",236200980,236200980,197427460,25612160,12794380,366980,83.58
"2026-01-17",236858252,236858252,191000350,26639282,18445810,772810,80.64
"2026-01-18",219465890,219465890,174730980,24988390,19036740,709780,79.62
"2026-01-19",248492770,248492770,204966190,27123380,15930330,472870,82.48
"2026-01-20",248086890,248086890,202989240,26653270,17683050,761330,81.82
"2026-01-21",249922598,249922598,205294500,26093958,17890560,643580,82.14
"2026-01-22",252292220,252292220,211230910,27855030,12611110,595170,83.72
"2026-01-23",243021240,243021240,201593470,25172050,15804730,450990,82.95
"2026-01-24",234133800,234133800,189442980,27601760,16532520,556540,80.91
"2026-01-25",207800430,207800430,166887350,26645320,13701290,566470,80.31
"2026-01-26",234187190,234187190,192513010,27216280,13715370,742530,82.2
"2026-01-27",237844090,237844090,191938650,30939290,14281400,684750,80.7
"2026-01-28",243269290,243269290,191341310,36333030,14966020,628930,78.65
"2026-01-29",243122670,243122670,187030760,38568930,16866700,656280,76.93
"2026-01-30",243945210,243945210,200150210,28209590,14955210,630200,82.05
"2026-01-31",222332940,222332940,189104190,22301350,10514380,413020,85.05
"2026-02-01",203286440,203286440,174694580,20728450,7447250,416160,85.94
"2026-02-02",221971660,221971660,187767640,21170990,12579000,454030,84.59
"2026-02-03",231902570,231902570,193497470,22184810,15480940,739350,83.44
"2026-02-04",237059650,237059650,190674910,26494630,19220590,669520,80.43
"2026-02-05",240167579,240167579,195467670,25505929,18710180,483800,81.39
"2026-02-06",238010650,238010650,202616640,23780680,11225480,387850,85.13
"2026-02-07",224061400,224061400,187052720,21940400,14838890,229390,83.48
"2026-02-08",207990280,207990280,169374670,21130160,16950690,534760,81.43
"2026-02-09",237484840,237484840,191560410,26119780,19064040,740610,80.66
"2026-02-10",241433350,241433350,194724590,26977180,18929090,802490,80.65
"2026-02-11",244915120,244915120,195004650,29628190,19502750,779530,79.62
"2026-02-12",246839570,246839570,199667540,28226200,18208160,737670,80.89
"2026-02-13",246953970,246953970,205317330,25614530,15242040,780070,83.14
"2026-02-14",231728560,231728560,188471420,24926630,17537910,792600,81.33
"2026-02-15",203369420,203369420,168941540,21234290,12481840,711750,83.07
"2026-02-16",235218160,235218160,195857600,22624980,16088660,646920,83.27
"2026-02-17",230822600,230822600,197642360,20475110,11943150,761980,85.63
"2026-02-18",233165380,233165380,195347210,22455700,14559940,802530,83.78
"2026-02-19",235612770,235612770,195028260,24209900,15733630,640980,82.77
"2026-02-20",238456500,238456500,197953250,23826230,16018470,658550,83.01
"2026-02-21",233876557,233876557,193336720,21380747,18386880,772210,82.67
"2026-02-22",214696900,214696900,171791660,24245670,17957540,702030,80.02
"2026-02-23",241099820,241099820,201514370,24870520,13976780,738150,83.58
"2026-02-24",252000780,252000780,207657060,26928970,16642460,772290,82.4
"2026-02-25",242857630,242857630,195923300,27097610,19086090,750630,80.67
"2026-02-26",247003660,247003660,195183910,31318250,19741700,759800,79.02
"2026-02-27",249493750,249493750,201791500,26786060,20251320,664870,80.88
"2026-02-28",231791080,231791080,190492830,22466000,18056960,775290,82.18
"2026-03-01",210429850,210429850,171908010,18939790,18783630,798420,81.69
"2026-03-02",236321460,236321460,198772850,19552210,17163400,833000,84.11
"2026-03-03",250118180,250118180,205694240,24160060,19425300,838580,82.24
"2026-03-04",251651260,251651260,206412500,24074980,20372270,791510,82.02
"2026-03-05",249897410,249897410,205466600,26325350,17620660,484800,82.22
"2026-03-06",249768700,249768700,206957330,24741790,17778640,290940,82.86
"2026-03-07",236937790,236937790,189684690,25547220,21588270,117610,80.06
"2026-03-08",214316120,214316120,175168890,23453220,15633000,61010,81.73
"2026-03-09",243076680,243076680,199660380,25437380,17876560,102360,82.14
"2026-03-10",241980490,241980490,195699460,29569490,16604760,106780,80.87
"2026-03-11",240979830,240979830,189674980,35300730,15921920,82200,78.71
"2026-03-12",241575300,241575300,192414210,36868280,12232720,60090,79.65
"2026-03-13",238785720,238785720,186787630,35578970,16326910,92210,78.22
"2026-03-14",234265750,234265750,179827720,32735110,21631830,71090,76.76
"2026-03-15",217520860,217520860,163834880,31937390,21650480,98110,75.32
"2026-03-16",247645410,247645410,184298500,41892040,21402070,52800,74.42
"2026-03-17",251734620,251734620,187039360,46711090,17977860,6310,74.3
"2026-03-18",246629430,246629430,184509960,47697510,14407900,14060,74.81
"2026-03-19",245096490,245096490,176125650,48949810,20011930,9100,71.86
"2026-03-20",242004460,242004460,179370820,42353070,20250960,29610,74.12
"2026-03-21",233293920,233293920,164955180,48216830,20083650,38260,70.71
"2026-03-22",206831320,206831320,144045890,43086120,19600340,98970,69.64
"2026-03-23",215140680,215140680,156584290,42899080,15359350,297960,72.78
"2026-03-24",243299650,243299650,178164990,47247930,17452310,434420,73.23
"2026-03-25",243836370,243836370,180387000,46814210,16057420,577740,73.98
"2026-03-26",245494480,245494480,178304600,47379250,19348680,461950,72.63
"2026-03-27",242458560,242458560,187725700,39355220,14590750,786890,77.43
"2026-03-28",239288050,239288050,190615090,27543160,20370040,759760,79.66
"2026-03-29",228213690,228213690,180844900,25106970,21429880,831940,79.24
"2026-03-30",241437010,241437010,193750010,29412790,17915710,358500,80.25
"2026-03-31",241695270,241695270,189459290,31474060,20519310,242610,78.39
