date,aportes_energia_gwh,precio_bolsa_kwh,precio_escasez_kwh,reservas_pct,gen_total_kwh,gen_hidro,gen_termica,gen_solar,gen_eolica,ratio_hidro,demanda_kwh,demanda_max,demanda_min,demanda_promedio,demanda_pico
2025-06-10,448343900.0,108.01,833.53,0.8,233997990,194011560,31590720,7881940,513770,82.91,39027086,44261905,32875992,39027086,42978213
2025-06-11,405161000.0,108.24,833.53,0.81,231040680,193415640,28262670,8844310,518060,83.71,38406324,44092506,31787202,38406324,42795621
2025-06-12,348659800.0,109.98,833.53,0.81,233794280,193975380,29129380,10216060,473460,82.97,38798370,43861568,32085923,38798370,42751026
2025-06-13,475489700.0,107.41,833.53,0.81,228548665,193696380,26028165,8355860,468260,84.75,37978181,42677449,32062536,37978181,41448912
2025-06-14,482783600.0,111.49,833.53,0.83,216014241,180921750,25570421,9097420,424650,83.75,35765810,40343367,30634723,35765810,39264534
2025-06-15,427348000.0,111.16,833.53,0.83,201166340,164512670,23846360,12310960,496350,81.78,33385982,38944884,28343264,33385982,38167631
2025-06-16,348999800.0,110.16,833.53,0.83,232330620,194139550,25805780,11882200,503090,83.56,38618455,44698658,30635946,38618455,43551259
2025-06-17,495948700.0,104.44,833.53,0.84,231304140,193809370,26802520,10197750,494500,83.79,39167823,43731985,32505828,39167823,42891821
2025-06-18,464625900.0,105.02,833.53,0.84,237917260,196389180,29157030,11848560,522490,82.55,39631412,45578638,32571663,39631412,44179154
2025-06-19,319396500.0,106.26,833.53,0.84,240375240,198377670,28375800,13065930,555840,82.53,40217826,45920926,33115795,40217826,44753190
2025-06-20,343771600.0,105.56,833.53,0.82,242967780,204544250,27222670,10658940,541920,84.19,40449943,45487901,33835864,40449943,44457453
2025-06-21,283264200.0,104.6,833.53,0.8,231105880,195169090,24266730,11123820,546240,84.45,38371024,42853634,33628459,38371024,41686349
2025-06-22,304928600.0,105.03,833.53,0.8,204873300,172648380,24175870,7510550,538500,84.27,33939889,38604690,30026982,33939889,37767617
2025-06-23,415096400.0,108.92,833.53,0.82,206673790,172151370,24907190,9175140,440090,83.3,34267452,40417166,29329222,34267452,39412680
2025-06-24,503049800.0,116.65,833.53,0.82,230881570,192167100,29201750,9028010,484710,83.23,38365777,43829914,30982378,38365777,42313307
2025-06-25,361995700.0,143.24,833.53,0.81,235842370,194893200,27836250,12573030,539890,82.64,39260469,45168326,32006829,39260469,43988951
2025-06-26,285397100.0,153.16,833.53,0.79,239901740,200140960,26715830,12548290,496660,83.43,39862713,45469251,32903399,39862713,44354049
2025-06-27,371589100.0,146.04,833.53,0.79,240148620,198365950,29346470,11868560,567640,82.6,39848464,44569473,33311473,39848464,43597563
2025-06-28,452804600.0,105.66,833.53,0.81,226537050,185367460,29173400,11452070,544120,81.83,37563989,42010043,32764181,37563989,40936535
2025-06-29,326761500.0,103.48,833.53,0.81,208219860,167246950,27738350,12716250,518310,80.32,25879132,29656971,22421453,25879132,29077772
2025-06-30,352854500.0,105.74,833.53,0.81,213609210,172556370,28726450,11785260,541130,80.78,26599527,31085403,22622959,26599527,30350566
2025-07-01,428816000.0,104.88,842.55,0.81,235996440,193037120,30921620,11473640,564060,81.8,49040116,55866280,39933915,49040116,54549012
2025-07-02,390051600.0,125.61,842.55,0.8,240464140,196517810,32065620,11346660,534050,81.72,49924718,56526813,41658876,49924718,55131883
2025-07-03,468464700.0,113.52,842.55,0.8,239768890,197685390,31052530,10501060,529910,82.45,49829056,56335017,41354946,49829056,55070301
2025-07-04,355325800.0,113.65,842.55,0.8,238128655,199197940,29025785,9534600,370330,83.65,49245616,54942646,41494394,49245616,53609090
2025-07-05,350662600.0,108.24,842.55,0.81,221361230,186923800,25618070,8437570,381790,84.44,45883376,51582326,40442058,45883376,50090770
2025-07-06,276383900.0,107.62,842.55,0.81,206199200,170530790,23277870,11963010,427530,82.7,42792809,49914660,36320887,42792809,48910096
2025-07-07,245060900.0,134.54,842.55,0.79,235562480,194033900,27996000,13004640,527940,82.37,48854520,56596107,39423215,48854520,55088618
2025-07-08,230623700.0,148.69,842.55,0.78,241206000,198433680,30048840,12118350,605130,82.27,49973820,56878679,41437304,49973820,55436690
2025-07-09,232731700.0,175.8,842.55,0.78,241794020,201378640,29289080,10575500,550800,83.29,50103183,57111419,41565924,50103183,55696428
2025-07-10,255908000.0,169.94,842.55,0.78,241606060,203295550,28489150,9209650,611710,84.14,50095006,57118212,41262907,50095006,55752209
2025-07-11,450637800.0,139.99,842.55,0.78,241684000,204010400,27249600,9895870,528130,84.41,50013383,56106323,42091686,50013383,54735699
2025-07-12,375577300.0,121.29,842.55,0.8,229471970,194580300,23904840,10409720,577110,84.79,47407718,52756328,41434066,47407718,51323229
2025-07-13,343770200.0,117.99,842.55,0.8,208693560,175046060,22840560,10245690,561250,83.88,43153115,50540099,37149198,43153115,49293421
2025-07-14,368346900.0,109.53,842.55,0.8,234394540,197946880,24996200,10866480,584980,84.45,48587200,56273353,38862250,48587200,54642306
2025-07-15,274483000.0,130.45,842.55,0.8,239508220,199815610,25419990,13618680,653940,83.43,49637459,57041233,41062740,49637459,55499724
2025-07-16,246156700.0,129.3,842.55,0.79,241661850,202544750,26173610,12284710,658780,83.81,50185298,57009472,41621035,50185298,55495621
2025-07-17,223165200.0,120.71,842.55,0.78,243392520,203634920,26009240,13110560,637800,83.67,50491854,57249128,41920995,50491854,55739304
2025-07-18,308494900.0,141.84,842.55,0.76,245633720,203954570,27409390,13616960,652800,83.03,50953373,57235082,42765544,50953373,55873864
2025-07-19,375568200.0,109.73,842.55,0.76,234609700,196102380,24906010,12855150,746160,83.59,48471473,54005745,42475610,48471473,52584560
2025-07-20,270035800.0,108.91,842.55,0.75,214709890,177094010,23708620,13231670,675590,82.48,44471614,51292645,38107746,44471614,50313954
2025-07-21,305239600.0,127.6,842.55,0.74,240541350,202020610,25794840,12057870,668030,83.99,49838593,57439642,40288952,49838593,55852556
2025-07-22,260943200.0,157.59,842.55,0.73,246227070,207292360,27275920,11014690,644100,84.19,50966680,57646421,42226417,50966680,56221557
2025-07-23,269647800.0,160.12,842.55,0.72,244594760,202466260,31719880,9793340,615280,82.78,50429754,57541947,42048957,50429754,55940515
2025-07-24,243086400.0,165.81,842.55,0.7,247652090,205437370,30203480,11406240,605000,82.95,50920242,57707093,42180306,50920242,56236706
2025-07-25,239471200.0,129.28,842.55,0.71,243919200,202502520,29204940,11606420,605320,83.02,50397203,56742049,41945901,50397203,55237215
2025-07-26,245989700.0,121.64,842.55,0.72,229085410,192616900,26063430,9774640,630440,84.08,47269815,52667661,41379135,47269815,51281462
2025-07-27,256482800.0,108.26,842.55,0.75,207616280,170238820,23767210,13011570,598680,82.0,43141499,50909989,36640949,43141499,49672962
2025-07-28,277483600.0,149.28,842.55,0.76,237926000,198189620,27579940,11746500,409940,83.3,49352857,57380893,39463630,49352857,55812461
2025-07-29,305451100.0,130.71,842.55,0.76,241178250,198679300,31030720,10879120,589110,82.38,49975308,56358844,41843035,49975308,54765860
2025-07-30,291666700.0,175.29,842.55,0.75,238875240,197859820,29704160,10766230,545030,82.83,39615819,45795483,32265839,39615819,44575189
2025-07-31,200114700.0,175.07,842.55,0.75,244206540,202977960,28053830,12624960,549790,83.12,40488650,46321703,33187882,40488650,45095962
2025-08-01,212349500.0,171.39,877.29,0.74,247666530,205129020,29540010,12362080,635420,82.82,51058786,58018211,42492957,51058786,56580978
2025-08-02,232059400.0,129.16,877.29,0.75,236624530,196533060,29270250,10183600,637620,83.06,48475079,53326670,42483710,48475079,52035345
2025-08-03,278714800.0,111.11,877.29,0.77,209125650,172628730,25273660,10667050,556210,82.55,43273287,49318567,37542533,43273287,48339035
2025-08-04,290938800.0,150.41,877.29,0.76,234782870,196234370,27665570,10310730,572200,83.58,48572635,56669280,38379281,48572635,55057381
2025-08-05,203646000.0,193.5,877.29,0.75,239475220,197305870,30692500,10849510,627340,82.39,49566028,56142663,41467147,49566028,54635837
2025-08-06,166106600.0,178.37,877.29,0.74,237768930,194098960,31733660,11344550,591760,81.63,49358725,56430479,40650457,49358725,54879188
2025-08-07,199139700.0,155.02,877.29,0.73,222027200,186576810,24158140,10799310,492940,84.03,45940825,53229866,39444827,45940825,51813737
2025-08-08,250573600.0,158.69,877.29,0.72,238321940,196575160,29374940,11828500,543340,82.48,49198058,56357528,40358933,49198058,54859317
2025-08-09,297547700.0,113.92,877.29,0.73,222692870,186236920,26745870,9123770,586310,83.63,46034893,51256062,40584849,46034893,49867101
2025-08-10,239686600.0,119.81,877.29,0.75,203794570,170648740,22814850,9741100,589880,83.74,42026408,48444567,36311488,42026408,47490873
2025-08-11,256917000.0,168.3,877.29,0.76,233797520,195693360,25220470,12272720,610970,83.7,48250788,56285079,37985223,48250788,54647392
2025-08-12,222958500.0,194.49,877.29,0.75,242479660,198694610,29144190,13970280,670580,81.94,49582037,57785412,40337614,49582037,56146167
2025-08-13,200656900.0,209.74,877.29,0.73,244858360,199935480,33453410,10871440,598030,81.65,50352635,57292814,41888610,50352635,55720569
2025-08-14,172353200.0,288.47,877.29,0.71,243512040,197700710,34426500,11019150,365680,81.19,50342870,57294183,41763176,50342870,55903022
2025-08-15,203498300.0,220.57,877.29,0.71,242109040,201077300,30827900,10174740,29100,83.05,49503350,55635468,41604304,49503350,54176954
2025-08-16,244026500.0,215.08,877.29,0.73,222697540,186164900,25925510,10605270,1860,83.6,46326431,51909371,40768481,46326431,50441807
2025-08-17,200514800.0,230.93,877.29,0.74,203727450,168331510,22358460,13037480,0,82.63,42095730,48553902,36295420,42095730,47567917
2025-08-18,309228100.0,260.84,877.29,0.77,209820230,176176770,22139230,11504230,0,83.97,43724937,51872648,37248556,43724937,50601692
2025-08-19,227035500.0,328.15,877.29,0.77,238396760,193196180,30858220,14342360,0,81.04,49082177,57775858,39200788,49082177,56217165
2025-08-20,174527400.0,291.89,877.29,0.75,251208630,200721320,37469390,13011950,5970,79.9,50908383,58410670,42055476,50908383,56778742
2025-08-21,238329000.0,299.99,877.29,0.76,242010045,196942862,31770133,12688910,608140,81.38,51149683,58036811,42601829,51149683,56808175
2025-08-22,213332200.0,280.68,877.29,0.77,240813752,195912118,31180164,13148410,573060,81.35,50713966,56984548,42333961,50713966,55672910
2025-08-23,213645300.0,226.61,877.29,0.78,225721541,189610751,23075680,12515770,519340,84.0,47691730,53970757,41109371,47691730,52603114
2025-08-24,199612700.0,234.96,877.29,0.77,214354890,173969990,26551240,13804580,29080,81.16,44360881,52100204,37726801,44360881,50982950
2025-08-25,206236400.0,292.21,877.29,0.76,242206375,196656400,33029435,12440020,80520,81.19,49999068,57757214,40199598,49999068,56358167
2025-08-26,181108800.0,325.13,877.29,0.75,245757920,195099400,37427060,13160190,71270,79.39,50828680,58335008,41498106,50828680,56872581
2025-08-27,235769300.0,317.93,877.29,0.75,247760870,194239370,39471640,14009750,40110,78.4,51052868,58549010,42371557,51052868,57147726
2025-08-28,226465911.72,435.15,877.29,0.74,245436460,190197110,40736520,14488010,14820,77.49,50928758,58681382,41827868,50928758,57207934
2025-08-29,175034510.82,396.38,877.29,0.73,247082970,187080440,44909360,14833820,259350,75.72,51158806,58624416,42180337,51158806,57264994
2025-08-30,167444302.76,346.62,877.29,0.73,234471110,180632610,41441190,11901710,495600,77.04,38792107,42994013,33996311,38792107,41899769
2025-08-31,187069073.62,265.12,877.29,0.75,214404090,163855240,37083590,12801430,663830,76.42,35427234,41043237,30349698,35427234,40326469
2025-09-01,235692126.33,328.8,868.93,0.75,242901430,188448970,43063800,10776350,612310,77.58,49501228,56346270,40161096,49501228,54990709
2025-09-02,253492621.56,252.33,868.93,0.77,247028460,198503160,35252770,12693630,578900,80.36,50247608,57638976,41141928,50247608,56292845
2025-09-03,284926181.1,248.72,868.93,0.78,242713730,194566060,34685540,12967560,494570,80.16,50402997,58233789,41677559,50402997,56769375
2025-09-04,293813200.46,230.94,868.93,0.78,246952384,195257020,40082754,11012750,599860,79.07,51068991,58240371,42472224,51068991,56464540
2025-09-05,266914106.77,199.24,868.93,0.77,248736913,202959940,34712503,10630510,433960,81.6,49932772,55854488,41649053,49932772,54517985
2025-09-06,237638748.12,126.1,868.93,0.79,234109230,194080680,27392870,12229550,406130,82.9,46871846,52882831,40439665,46871846,51660433
2025-09-07,353459351.56,105.06,868.93,0.82,207891060,173279180,23619750,10597990,394140,83.35,42876382,49494094,37031189,42876382,48456411
2025-09-08,273899223.18,198.72,868.93,0.81,239994270,198441740,28449300,13015640,87590,82.69,48212367,56461332,38145953,48212367,55112891
2025-09-09,223642326.38,210.93,868.93,0.8,251926900,205193430,31620580,14826350,286540,81.45,50401025,58678299,40528625,50401025,57163981
2025-09-10,169296475.72,212.83,868.93,0.78,256023400,204065030,36502750,14870580,585040,79.71,51481894,59259143,42355605,51481894,57786544
2025-09-11,207403068.35,285.23,868.93,0.77,251333160,199397590,36785740,14564240,585590,79.34,51829289,58773963,42903208,51829289,57552894
2025-09-12,157658098.68,272.82,868.93,0.76,242754880,192921750,38369930,11030180,433020,79.47,50318252,56743548,42621841,50318252,55546088
2025-09-13,142607319.29,211.26,868.93,0.74,230230390,187423230,28263480,14233520,310160,81.41,48461227,54594555,41662935,48461227,53365133
2025-09-14,171991742.74,180.6,868.93,0.74,212999710,170388440,28458480,13741020,411770,79.99,44204533,51456968,37782042,44204533,50431072
2025-09-15,168397816.96,320.17,868.93,0.74,242435650,191654110,34812450,15363120,605970,79.05,50659271,58923974,39793315,50659271,57711137
2025-09-16,144842128.52,367.4,868.93,0.73,247231680,192169520,42010570,12438850,612740,77.73,51216503,57636513,42837873,51216503,56301807
2025-09-17,151579545.4,341.62,868.93,0.73,243738140,187431090,43100920,12790620,415510,76.9,50389964,57264369,41465577,50389964,56083401
2025-09-18,205051892.62,300.79,868.93,0.74,240074168,188004580,41750408,10236330,82850,78.31,49613071,56249041,41147004,49613071,54983498
2025-09-19,190918382.31,299.08,868.93,0.74,237805710,184242870,42067200,11479850,15790,77.48,49372311,55769733,41130504,49372311,54442884
2025-09-20,209969932.74,271.37,868.93,0.73,226282930,178334340,33765870,13865970,316750,78.81,46934965,53312817,39866181,46934965,51983458
2025-09-21,160769100.76,244.3,868.93,0.74,211779440,167081980,29424020,14865200,408240,78.89,43848589,51119008,37314910,43848589,50114314
2025-09-22,142448492.88,347.55,868.93,0.73,239263650,190743490,34422900,13669480,427780,79.72,49338808,57569253,39188908,49338808,56185850
2025-09-23,141654278.27,364.46,868.93,0.72,249351930,195181280,39914940,13629910,625800,78.28,51099677,58751146,41835466,51099677,57532947
2025-09-24,141345175.37,423.4,868.93,0.72,250885050,191388290,45648550,13301490,546720,76.29,51232530,58556151,42580685,51232530,57187614
2025-09-25,170371194.06,495.21,868.93,0.74,244617800,187275030,44484650,12791640,66480,76.56,50678121,58434663,41872827,50678121,57256510
2025-09-26,147179644.77,474.31,868.93,0.74,244218440,188754500,42966790,12433820,63330,77.29,50618184,56693591,42483874,50618184,55245876
2025-09-27,152577667.33,289.03,868.93,0.73,225611520,180882540,31592140,13111170,25670,80.17,47824618,53779805,41382331,47824618,52355929
2025-09-28,181136776.46,313.49,868.93,0.76,204355790,159200430,31674820,13424720,55820,77.9,43989781,51252562,37735093,43989781,50470834
2025-09-29,167982468.18,328.23,868.93,0.76,239128320,188527810,36555720,13739380,305410,78.84,39571171,46025360,31556777,39571171,44762643
2025-09-30,214142286.72,267.55,868.93,0.76,236434300,189809560,33337080,12978730,308930,80.28,39205178,44881283,32120366,39205178,43903936
2025-10-01,181708429.93,279.93,832.45,0.75,237472400,189787890,33893230,13731030,60250,79.92,39378982,45314583,32453544,39378982,44345631
2025-10-02,199244643.45,279.48,832.45,0.75,237589620,190583090,34816810,11854880,334840,80.22,39628586,45679156,32863805,39628586,44695854
2025-10-03,201901612.16,295.42,832.45,0.76,239577540,192527300,35312510,11350950,386780,80.36,39699171,44762773,32706241,39699171,43635896
2025-10-04,163371296.21,216.62,832.45,0.75,224291900,184909460,26869110,12243730,269600,82.44,37207793,42395722,32322202,37207793,40886920
2025-10-05,185073686.6,206.11,832.45,0.75,210095650,167523390,27829200,14316880,426180,79.74,34954334,41009610,29597551,34954334,40423206
2025-10-06,200857023.01,216.92,832.45,0.75,238570200,199060160,27028660,12073600,407780,83.44,39516928,45086651,31860630,39516928,44062230
2025-10-07,189561482.28,260.13,832.45,0.74,243235920,202657010,26148900,14160790,269220,83.32,40059596,46185293,32645393,40059596,45223421
2025-10-08,231811209.41,230.02,832.45,0.75,243727580,205098070,26496770,11837370,295370,84.15,40149981,45115984,33492098,40149981,44162529
2025-10-09,183085197.91,226.96,832.45,0.74,241913580,204198600,24737620,12728120,249240,84.41,39966830,45597653,33051101,39966830,44225833
2025-10-10,244620505.55,173.16,832.45,0.74,239768290,203610530,24906810,11184830,66120,84.92,39037138,44209801,32624333,39037138,43012251
2025-10-11,224506033.64,127.45,832.45,0.73,221022760,188364470,20647250,11929410,81630,85.22,36533826,41542245,31754359,36533826,40113840
2025-10-12,317220718.01,107.73,832.45,0.76,200215820,167472690,19278050,13421310,43770,83.65,33055127,38390115,28397788,33055127,37661481
2025-10-13,234637238.64,107.85,832.45,0.76,205100575,172952360,19091955,12996780,59480,84.33,33980092,40621694,28529724,33980092,39736938
2025-10-14,217548538.3,141.81,832.45,0.75,232679280,196973890,21945310,13578150,181930,84.65,38560461,45133350,30437095,38560461,44071409
2025-10-15,191461954.65,178.47,832.45,0.74,235165950,199027850,23521980,12553410,62710,84.63,39065782,44955943,31958780,39065782,43566660
2025-10-16,249576876.83,168.07,832.45,0.73,232813670,194744940,28044670,9986530,37530,83.65,38431191,44513537,31387524,38431191,43275143
2025-10-17,256607459.99,154.34,832.45,0.73,237035870,193672280,30925790,12434760,3040,81.71,39010953,45002052,31862646,39010953,43769659
2025-10-18,278455410.71,153.54,832.45,0.75,228650520,188096480,25470220,14908190,175630,82.26,37858229,42943855,32425665,37858229,41517994
2025-10-19,213027136.11,122.5,832.45,0.77,211515090,168677890,26378070,16030650,428480,79.75,34909520,41007485,29461282,34909520,40293309
2025-10-20,226373831.95,145.16,832.45,0.76,238339340,197708230,27215300,13159330,256480,82.95,39240257,45257193,31794789,39240257,43953386
2025-10-21,228788658.29,163.62,832.45,0.76,238520480,198263610,27226390,12943320,87160,83.12,39501340,45612514,32385725,39501340,44462735
2025-10-22,242100823.48,121.5,832.45,0.76,246649170,208343630,26492820,11716540,96180,84.47,39725374,45362633,32929347,39725374,44204549
2025-10-23,255318128.69,135.77,832.45,0.75,248779474,214493360,22447274,11796800,42040,86.22,39806582,45722454,32947195,39806582,44458654
2025-10-24,274414756.42,123.28,832.45,0.75,245948090,208428960,23011440,14435580,72110,84.75,39994362,45609251,32974650,39994362,44216121
2025-10-25,262702342.43,113.33,832.45,0.76,235834170,198600890,22090290,15106180,36810,84.21,38120978,43563142,32797719,38120978,42151653
2025-10-26,277858733.87,102.56,832.45,0.76,223178190,184343400,22351440,16395530,87820,82.6,35562066,41392766,30385153,35562066,40622084
2025-10-27,320521724.6,105.56,832.45,0.78,243440050,208194730,23817200,11363810,64310,85.52,39274070,45317544,31694087,39274070,44258616
2025-10-28,248262226.07,166.42,832.45,0.77,244818350,201823360,26666180,16273670,55140,82.44,40435760,47142060,32868006,40435760,45869812
2025-10-29,239135407.79,117.04,832.45,0.76,246127230,204826390,27890060,13359230,51550,83.22,40604360,46747788,33621374,40604360,45429737
2025-10-30,221416026.91,111.23,832.45,0.77,242696110,200870850,30218100,11530090,77070,82.77,30171711,34414966,25164605,30171711,33541604
2025-10-31,234226410.71,106.14,832.45,0.76,239416330,198435900,28204840,12521030,254560,82.88,29751479,33263185,24774282,29751479,32190331
2025-11-01,196743107.81,165.19,805.97,0.75,235608936,190150590,29867366,15124270,466710,80.71,38145392,43601427,32930257,38145392,42327502
2025-11-02,199610413.25,104.25,805.97,0.75,215028280,178180790,24132810,12174440,540240,82.86,35336121,40743439,30421053,35336121,40025747
2025-11-03,219757587.2,104.83,805.97,0.75,219110590,180563900,26010900,11918870,616920,82.41,36064472,42341663,30698037,36064472,41461543
2025-11-04,200144843.98,177.56,805.97,0.74,239637510,199239700,26674740,13313670,409400,83.14,39804815,46206195,31747179,39804815,45037015
2025-11-05,197497892.19,191.61,805.97,0.72,242980000,202168930,27828940,12558260,423870,83.2,40154524,46287209,33171641,40154524,45025917
2025-11-06,242946451.55,186.32,805.97,0.75,243151750,205095900,26259140,11504640,292070,84.35,40160051,46108599,33099109,40160051,44938909
2025-11-07,184506450.71,218.37,805.97,0.74,242783220,200269190,27489290,14568490,456250,82.49,40888993,47013530,33393044,40888993,45769439
2025-11-08,153045361.12,176.56,805.97,0.73,237967910,195504140,27328040,14527100,608630,82.16,39607813,44908649,34051252,39607813,43466751
2025-11-09,186969108.91,146.21,805.97,0.74,219210280,177651350,27021020,13909860,628050,81.04,36533695,41871031,31253351,36533695,41390469
2025-11-10,228848439.52,240.83,805.97,0.75,241952270,196738990,32335450,12250900,626930,81.31,40343056,46717222,32907378,40343056,45414706
2025-11-11,183135738.78,332.1,805.97,0.75,243763520,194327730,37453090,11376740,605960,79.72,40359520,46015238,33693278,40359520,45210618
2025-11-12,173126386.15,310.19,805.97,0.75,245530740,192741260,40493900,11669670,625910,78.5,40816371,46673474,33853767,40816371,45239807
2025-11-13,214509951.23,289.98,805.97,0.75,244610410,189530780,42206970,12355760,516900,77.48,40661906,46620075,33393966,40661906,45508084
2025-11-14,314244560.63,290.52,805.97,0.77,247271210,193007430,40882560,12967350,413870,78.05,40711791,46248011,33659188,40711791,44931775
2025-11-15,256101379.33,238.55,805.97,0.76,228695720,182367280,34963540,10915190,449710,79.74,38386127,42969227,33632505,38386127,41668808
2025-11-16,409918475.22,179.9,805.97,0.78,206870150,171980270,24361850,10235570,292460,83.13,34358791,39570345,29589431,34358791,38879628
2025-11-17,402331544.2,186.79,805.97,0.8,211439810,176994350,21616500,12472700,356260,83.71,35337886,41852427,29693270,35337886,41044357
2025-11-18,265894802.85,229.31,805.97,0.79,241951390,196206490,31432620,13763120,549160,81.09,39947504,46578185,31799561,39947504,45519314
2025-11-19,261901796.0,350.15,805.97,0.79,245974350,197133230,35306650,12931000,603470,80.14,40940122,46903299,33892492,40940122,45577836
2025-11-20,258413956.81,223.54,805.97,0.79,247598295,197130830,38291205,11752440,423820,79.62,40926433,46784758,33498234,40926433,45552370
2025-11-21,237517871.57,273.94,805.97,0.78,247831660,196520040,38358830,12470760,482030,79.3,40779564,46524783,33760602,40779564,45100014
2025-11-22,205927247.24,224.97,805.97,0.77,232280320,187347600,29779480,14556910,596330,80.66,39002658,44397592,33592779,39002658,43058969
2025-11-23,221008457.85,184.89,805.97,0.79,211544590,171691760,26550200,12623600,679030,81.16,35854192,41503332,30964465,35854192,40852659
2025-11-24,219914857.81,247.18,805.97,0.78,241055880,198391960,31276870,10808380,578670,82.3,40196079,46006518,32323573,40196079,45022429
2025-11-25,207457972.2,193.04,805.97,0.78,245479050,198880590,32245570,13686940,665950,81.02,40862687,46878811,33470701,40862687,45758050
2025-11-26,190628541.21,242.09,805.97,0.77,252025900,202897530,32659300,15704550,764520,80.51,41326519,46980989,34198968,41326519,46005915
2025-11-27,204572602.37,240.98,805.97,0.77,242838560,198420300,30823980,12869840,724440,81.71,41352078,46769095,34502286,41352078,45552903
2025-11-28,240171923.05,259.01,805.97,0.77,240403250,205959430,25331800,8459890,652130,85.67,39999940,44554734,34130046,39999940,43213626
2025-11-29,234669029.5,248.02,805.97,0.79,222366730,186812900,26049890,9225350,278590,84.01,36973478,42076079,31846211,36973478,40842564
2025-11-30,250299543.77,259.55,805.97,0.8,205711030,167563720,25930890,11836430,379990,81.46,34708299,40404999,30094784,34708299,39751656
2025-12-01,290961217.57,292.34,833.42,0.82,230569510,188653610,30769410,10837930,308560,81.82,38508353,44235737,31025918,38508353,43159105
2025-12-02,265516449.9,255.67,833.42,0.83,237318710,191552610,33542430,11897260,326410,80.72,39380475,45420339,31916395,39380475,44175645
2025-12-03,235279492.04,230.66,833.42,0.82,241844490,202288840,24962910,14208880,383860,83.64,40017880,45939201,32943572,40017880,44728968
2025-12-04,247499503.77,236.03,833.42,0.81,242114500,200761590,25741910,15255730,355270,82.92,40051058,46063827,33083101,40051058,44755297
2025-12-05,278019832.25,191.31,833.42,0.81,244640510,207992610,22699330,13658420,290150,85.02,40055154,45905460,33061763,40055154,44646279
2025-12-06,237760712.3,161.93,833.42,0.8,237986690,202289950,20820350,14507090,369300,85.0,38437147,43208768,33247248,38437147,42043304
2025-12-07,245636988.04,167.08,833.42,0.79,217992270,182608150,20580210,14345830,458080,83.77,35131011,40653625,30809591,35131011,38582116
2025-12-08,221124981.42,134.12,833.42,0.8,223567640,188622140,19774000,14870170,301330,84.37,35370672,41475806,29772935,35370672,40758626
2025-12-09,200336394.08,216.18,833.42,0.79,244433620,212915340,20453220,10409940,655120,87.11,40234285,46625448,32446489,40234285,45490762
2025-12-10,176474982.6,197.07,833.42,0.79,246324180,209607280,24561680,11469040,686180,85.09,40765784,47024920,33861910,40765784,45908208
2025-12-11,167120675.51,234.07,833.44,0.78,248370130,209290430,25871410,12513080,695210,84.27,41086581,47226479,33963483,41086581,46175243
2025-12-12,192116421.78,250.0,833.45,0.77,248206950,208970800,27166720,11307900,761530,84.19,41067920,46493252,34479587,41067920,45331792
2025-12-13,164465209.79,245.37,833.45,0.77,242289680,202157450,26256010,13160490,715730,83.44,38718244,43788014,33816744,38718244,42556716
2025-12-14,151276772.33,235.31,833.48,0.76,222608440,184164440,24332450,13501710,609840,82.73,35645883,41573681,30330061,35645883,40912534
2025-12-15,165775278.24,290.18,833.48,0.76,250601650,204744150,30811340,14468730,577430,81.7,40339658,46340392,32590867,40339658,45331764
2025-12-16,177888747.38,323.14,833.48,0.76,252459040,202617020,35176680,14150830,514510,80.26,40674277,46260516,33891659,40674277,45005039
2025-12-17,173594606.05,346.47,833.48,0.75,253996050,197066300,42818640,13535310,575800,77.59,40743066,46347311,33945128,40743066,45186989
2025-12-18,169932877.66,380.13,833.47,0.75,251533100,195150720,42473390,13350550,558440,77.58,40858502,46692962,34090330,40858502,45497803
2025-12-19,164253134.72,383.71,833.47,0.74,252302870,194301070,43403410,13882640,715750,77.01,40760377,46035617,33956887,40760377,44765181
2025-12-20,171384794.77,393.58,833.45,0.75,236223310,178713630,41293180,15503850,712650,75.65,38138857,42879940,33721580,38138857,41881837
2025-12-21,148959887.46,401.7,833.46,0.75,214716110,162290880,38666340,13117730,641160,75.58,35661798,41111105,30746193,35661798,40537551
2025-12-22,165115299.64,437.28,833.46,0.76,235977350,182090290,40652030,12516580,718450,77.16,39284603,45015544,32171622,39284603,44193209
2025-12-23,144275051.35,434.59,833.46,0.78,245303980,184019740,44501690,16118650,663900,75.02,39583516,44626653,33244820,39583516,43717706
2025-12-24,142713229.72,269.48,833.46,0.78,229917940,175853710,38209040,15190380,664810,76.49,36785767,41735502,32892599,36785767,39762594
2025-12-25,166781081.45,201.01,833.46,0.8,204483010,162848100,26067900,15069920,497090,79.64,32581443,37462470,28125121,32581443,36889697
2025-12-26,141683574.01,242.36,833.46,0.79,231225650,179526990,34055670,17144300,498690,77.64,37100990,43637548,29913988,37100990,42690341
2025-12-27,145748424.15,272.86,833.46,0.78,230641160,173385610,38887240,17754610,613700,75.18,37041538,42666764,31951237,37041538,41725425
2025-12-28,140505174.3,287.12,833.46,0.77,219439930,164129170,37799770,16832780,678210,74.79,35111318,41024813,30068069,35111318,40291809
2025-12-29,128361613.37,320.84,833.46,0.75,238412130,179020420,41184310,17460770,746630,75.09,38270448,44192331,31635859,38270448,43218706
2025-12-30,128293023.21,298.14,833.46,0.73,236974110,179243970,40965270,16073630,691240,75.64,38005937,43125795,32228686,38005937,42277839
