date,aportes_energia_gwh,precio_bolsa_kwh,precio_escasez_kwh,reservas_pct,gen_total_kwh,gen_hidro,gen_termica,gen_solar,gen_eolica,ratio_hidro,demanda_kwh,demanda_max,demanda_min,demanda_promedio,demanda_pico
2025-12-31,132489587.33,272.37,833.46,0.72,222639412,166894750,38512142,16695890,536630,74.96,35617147,41051367,31674784,35617147,39592638
2026-01-01,127602781.59,292.96,798.84,0.74,196639710,145710870,35368630,15038590,521620,74.1,31886704,36463954,28097267,31886704,35917708
2026-01-02,137445499.25,333.67,798.84,0.73,213316110,165531500,37468610,9725970,590030,77.6,35610165,41237065,30084692,35610165,40473750
2026-01-03,148815473.4,338.31,798.84,0.75,222782440,164876310,43951230,13521040,433860,74.01,35605965,40596411,31145818,35605965,39869176
2026-01-04,148441313.52,301.21,798.84,0.76,202177440,154456910,37443560,9729120,547850,76.4,33809585,39146343,29520881,33809585,38436199
2026-01-05,169357177.46,322.11,798.84,0.76,233709090,180989400,40817170,11471300,431220,77.44,37552338,43417824,30628215,37552338,42437572
2026-01-06,211040698.85,316.55,798.84,0.77,237387000,183399260,40851860,12575380,560500,77.26,37982347,43221418,31948118,37982347,42286966
2026-01-07,235475631.5,268.57,798.84,0.78,239060040,185516580,37163870,15823840,555750,77.6,38429754,44191685,31932781,38429754,43104372
2026-01-08,177591762.04,191.27,798.84,0.78,242483170,196350140,29072140,16375670,685220,80.97,38922440,44662588,32457718,38922440,43602999
2026-01-09,178511256.83,193.42,798.84,0.78,245137230,202862400,25407570,16049390,817870,82.75,39326275,44646286,33087116,39326275,43642057
2026-01-10,187081732.54,193.31,798.84,0.78,230413500,193069780,21900130,14670960,772630,83.79,37580522,42417696,33047825,37580522,41372767
2026-01-11,225230559.56,125.86,798.84,0.8,208143250,176355780,19484550,11556560,746360,84.73,34612979,39726243,30376007,34612979,38963778
2026-01-12,285564921.79,160.15,798.84,0.81,208957478,180908018,18518510,8838600,692350,86.58,35003441,40853914,30493995,35003441,40007969
2026-01-13,289704625.57,145.97,798.84,0.81,232796740,199103310,21640980,11440540,611910,85.53,38518687,44136524,31151850,38518687,43137828
2026-01-14,275311957.5,139.22,798.84,0.8,236151230,201310830,21919320,12402740,518340,85.25,39267895,45159413,32473542,39267895,44082968
2026-01-15,258183178.24,142.57,798.84,0.79,235511130,200576510,24578190,9885090,471340,85.17,39771337,45089006,33107219,39771337,44112300
2026-01-16,240536568.76,117.07,798.84,0.8,236200980,197427460,25612160,12794380,366980,83.58,39837313,45318299,32855688,39837313,44266466
2026-01-17,197877241.87,106.0,798.84,0.79,236858252,191000350,26639282,18445810,772810,80.64,38552146,43515224,33443382,38552146,42464709
2026-01-18,170215438.15,117.54,798.84,0.79,219465890,174730980,24988390,19036740,709780,79.62,35777541,41739628,30818361,35777541,40992126
2026-01-19,156846032.06,147.95,798.84,0.77,248492770,204966190,27123380,15930330,472870,82.48,40205569,45992268,32690273,40205569,44836793
2026-01-20,152494271.01,175.91,798.84,0.77,248086890,202989240,26653270,17683050,761330,81.82,40314208,45973338,33459794,40314208,44889434
2026-01-21,147629989.31,180.96,798.84,0.75,249922598,205294500,26093958,17890560,643580,82.14,40689728,46386746,33624112,40689728,45368526
2026-01-22,156330716.72,187.93,798.84,0.75,252292220,211230910,27855030,12611110,595170,83.72,40862782,46068467,34134104,40862782,44975209
2026-01-23,152812099.98,202.29,798.84,0.74,243021240,201593470,25172050,15804730,450990,82.95,40369254,45806110,33471779,40369254,44683946
2026-01-24,150075127.61,211.88,798.84,0.73,234133800,189442980,27601760,16532520,556540,80.91,38601581,43223119,33655367,38601581,42218001
2026-01-25,141961056.62,228.41,798.84,0.74,207800430,166887350,26645320,13701290,566470,80.31,35595495,41537520,30864182,35595495,40716095
2026-01-26,176534415.69,247.28,798.84,0.75,234187190,192513010,27216280,13715370,742530,82.2,40012307,46094568,32222324,40012307,45036842
2026-01-27,192274639.27,261.76,798.84,0.75,237844090,191938650,30939290,14281400,684750,80.7,40605563,45842170,33892276,40605563,44673679
2026-01-28,208271129.5,257.2,798.84,0.75,243269290,191341310,36333030,14966020,628930,78.65,40313382,45758865,33650485,40313382,44671577
2026-01-29,223847072.88,245.52,798.84,0.76,243122670,187030760,38568930,16866700,656280,76.93,40260579,45983482,33548566,40260579,44886166
2026-01-30,185037028.37,206.84,798.84,0.74,243945210,200150210,28209590,14955210,630200,82.05,40420430,45610200,33733763,40420430,44534850
2026-01-31,239764702.49,210.16,798.84,0.75,222332940,189104190,22301350,10514380,413020,85.05,37939701,42479157,33624243,37939701,41418493
2026-02-01,290424586.44,167.14,790.23,0.79,203286440,174694580,20728450,7447250,416160,85.94,25126569,28918913,22399971,25126569,28241912
2026-02-02,344185185.47,137.81,790.21,0.81,221971660,187767640,21170990,12579000,454030,84.59,27367902,31727646,21933186,27367902,30842744
2026-02-03,273454945.45,130.35,790.2,0.8,231902570,193497470,22184810,15480940,739350,83.44,28694851,33654297,22868432,28694851,32694389
2026-02-04,240572665.41,143.8,790.17,0.8,237059650,190674910,26494630,19220590,669520,80.43,29516730,34324227,23820130,29516730,33327799
2026-02-05,205061154.13,128.74,790.2,0.79,240167579,195467670,25505929,18710180,483800,81.39,29892830,34651400,24564797,29892830,33779894
2026-02-06,262107181.48,127.75,790.2,0.78,238010650,202616640,23780680,11225480,387850,85.13,29609721,33163699,25073341,29609721,32304072
2026-02-07,228076513.59,111.72,790.2,0.78,224061400,187052720,21940400,14838890,229390,83.48,27935195,31599814,24253994,27935195,30792294
2026-02-08,211036905.11,106.51,790.2,0.78,207990280,169374670,21130160,16950690,534760,81.43,25901690,30453158,22551592,25901690,29734827
2026-02-09,213532137.45,111.69,790.2,0.77,237484840,191560410,26119780,19064040,740610,80.66,29613308,34745399,23535939,29613308,33844325
2026-02-10,186702298.43,113.54,790.2,0.77,241433350,194724590,26977180,18929090,802490,80.65,30254313,35013997,24990983,30254313,34063693
2026-02-11,180812382.3,128.28,790.2,0.75,244915120,195004650,29628190,19502750,779530,79.62,30569324,35215037,25212717,30569324,34321419
2026-02-12,175664806.18,124.39,790.2,0.74,246839570,199667540,28226200,18208160,737670,80.89,30726186,35246107,25554297,30726186,34378606
2026-02-13,177861279.61,116.18,790.2,0.73,246953970,205317330,25614530,15242040,780070,83.14,30791171,34694956,25919783,30791171,33877991
2026-02-14,184639956.48,120.07,790.2,0.72,231728560,188471420,24926630,17537910,792600,81.33,28895223,32321609,25554839,28895223,31487131
2026-02-15,198096682.27,118.35,790.2,0.74,203369420,168941540,21234290,12481840,711750,83.07,26140582,30277713,23007390,26140582,29570343
2026-02-16,213535601.39,108.69,790.2,0.74,235218160,195857600,22624980,16088660,646920,83.27,29177749,33735780,23590955,29177749,32829274
2026-02-17,226000816.18,108.82,790.2,0.72,230822600,197642360,20475110,11943150,761980,85.63,29914763,34319087,24768783,29914763,33380752
2026-02-18,282692878.64,126.24,790.2,0.74,233165380,195347210,22455700,14559940,802530,83.78,30116380,34519597,24918180,30116380,33654398
2026-02-19,214693955.59,127.18,790.2,0.73,235612770,195028260,24209900,15733630,640980,82.77,30215598,34475635,25067935,30215598,33583995
2026-02-20,232386155.67,119.6,790.2,0.72,238456500,197953250,23826230,16018470,658550,83.01,30559045,34865501,25156811,30559045,34039354
2026-02-21,214780648.6,109.95,790.2,0.73,233876557,193336720,21380747,18386880,772210,82.67,29313981,32903049,25502606,29313981,32091804
2026-02-22,213459443.61,110.56,790.2,0.74,214696900,171791660,24245670,17957540,702030,80.02,26756572,31080778,23277410,26756572,30449312
2026-02-23,263446379.56,108.81,790.2,0.75,241099820,201514370,24870520,13976780,738150,83.58,29945222,34341503,24207985,29945222,33493914
2026-02-24,286217483.04,119.66,790.2,0.76,252000780,207657060,26928970,16642460,772290,82.4,29891531,34197056,24871605,29891531,33287915
2026-02-25,297437189.13,120.23,790.24,0.76,242857630,195923300,27097610,19086090,750630,80.67,30283391,34993220,24963242,30283391,34109894
2026-02-26,246092655.92,119.83,790.24,0.75,247003660,195183910,31318250,19741700,759800,79.02,30817721,35583686,25443005,30817721,34722732
2026-02-27,207551731.0,113.03,790.24,0.73,249493750,201791500,26786060,20251320,664870,80.88,31122309,35460887,25742964,31122309,34649956
2026-02-28,193573611.23,116.22,790.24,0.72,231791080,190492830,22466000,18056960,775290,82.18,29717159,33407663,26057320,29717159,32580947
2026-03-01,181923917.46,101.9,803.63,0.72,210429850,171908010,18939790,18783630,798420,81.69,9033728,10569641,7827257,9033728,10361910
2026-03-02,168849774.98,102.89,803.63,0.71,236321460,198772850,19552210,17163400,833000,84.11,10117613,11764679,8138313,10117613,11475562
2026-03-03,173859571.43,116.81,803.66,0.71,250118180,205694240,24160060,19425300,838580,82.24,10385129,11901223,8631929,10385129,11609526
2026-03-04,177721671.95,114.48,803.66,0.7,251651260,206412500,24074980,20372270,791510,82.02,10437987,11975782,8667486,10437987,11684408
2026-03-05,179473442.44,114.77,803.66,0.7,249897410,205466600,26325350,17620660,484800,82.22,10378346,11877705,8731164,10378346,11578404
2026-03-06,174449356.67,110.06,803.66,0.69,249768700,206957330,24741790,17778640,290940,82.86,10352875,11682238,8668281,10352875,11401501
2026-03-07,162323477.4,113.44,803.66,0.69,236937790,189684690,25547220,21588270,117610,80.06,9841731,11046811,8640722,9841731,10765756
2026-03-08,196300886.05,104.83,803.66,0.71,214316120,175168890,23453220,15633000,61010,81.73,8889905,10298126,7891883,8889905,10093841
2026-03-09,188495869.6,106.2,803.66,0.7,243076680,199660380,25437380,17876560,102360,82.14,10073605,11753549,8061823,10073605,11410462
2026-03-10,182710264.94,172.44,803.66,0.69,241980490,195699460,29569490,16604760,106780,80.87,10298138,11805252,8525425,10298138,11481700
2026-03-11,190618357.52,214.0,803.66,0.68,240979830,189674980,35300730,15921920,82200,78.71,10287801,11789793,8596481,10287801,11495467
2026-03-12,178251204.72,204.45,803.66,0.66,241575300,192414210,36868280,12232720,60090,79.65,10296192,11706520,8571271,10296192,11388711
2026-03-13,165281409.69,185.65,803.66,0.65,238785720,186787630,35578970,16326910,92210,78.22,10218903,11693811,8512194,10218903,11378776
2026-03-14,145405472.35,197.28,803.66,0.64,234265750,179827720,32735110,21631830,71090,76.76,9768933,11028792,8509568,9768933,10739455
2026-03-15,134200870.58,214.09,803.66,0.64,217520860,163834880,31937390,21650480,98110,75.32,9027486,10647999,7773785,9027486,10430786
2026-03-16,135968301.42,307.02,803.66,0.63,247645410,184298500,41892040,21402070,52800,74.42,10267622,11995534,8190011,10267622,11677628
2026-03-17,137656090.48,328.65,803.66,0.63,251734620,187039360,46711090,17977860,6310,74.3,10435194,11876410,8750942,10435194,11576367
2026-03-18,210461699.95,332.51,803.66,0.63,246629430,184509960,47697510,14407900,14060,74.81,10265866,11691425,8627924,10265866,11362616
2026-03-19,166262905.15,356.51,803.66,0.63,245096490,176125650,48949810,20011930,9100,71.86,10171182,11754138,8412879,10171182,11452278
2026-03-20,139784613.92,347.39,803.66,0.63,242004460,179370820,42353070,20250960,29610,74.12,10223920,11738887,8477707,10223920,11427966
2026-03-21,136676600.44,323.6,803.66,0.63,233293920,164955180,48216830,20083650,38260,70.71,9720848,10998155,8544756,9720848,10710252
2026-03-22,156125717.72,303.44,803.66,0.65,206831320,144045890,43086120,19600340,98970,69.64,8878227,10330426,7652448,8878227,10118239
2026-03-23,155451080.58,313.45,803.66,0.66,215140680,156584290,42899080,15359350,297960,72.78,9204897,10902771,7826988,9204897,10657316
2026-03-24,162728976.58,290.95,803.66,0.65,243299650,178164990,47247930,17452310,434420,73.23,10190085,11771442,8296203,10190085,11471292
2026-03-25,160409843.37,315.98,803.66,0.65,243836370,180387000,46814210,16057420,577740,73.98,10416631,12030028,8614299,10416631,11705899
2026-03-26,155762972.15,314.0,803.66,0.66,245494480,178304600,47379250,19348680,461950,72.63,10500738,12114003,8683650,10500738,11779967
2026-03-27,179141426.27,280.45,803.66,0.66,242458560,187725700,39355220,14590750,786890,77.43,10331715,11703289,8647845,10331715,11406106
2026-03-28,163502845.45,202.93,803.66,0.65,239288050,190615090,27543160,20370040,759760,79.66,9880615,11125755,8584257,9880615,10858883
2026-03-29,164335432.42,151.38,803.66,0.64,228213690,180844900,25106970,21429880,831940,79.24,9176066,10645391,7909501,9176066,10407812
2026-03-30,198671058.86,198.57,803.66,0.65,241437010,193750010,29412790,17915710,358500,80.25,10006771,11398368,8199351,10006771,11123650
2026-03-31,190349406.16,207.45,803.66,0.65,241695270,189459290,31474060,20519310,242610,78.39,10036617,11426188,8362113,10036617,11133690
