date,aportes_energia_gwh,precio_bolsa_kwh,precio_escasez_kwh,reservas_pct,gen_total_kwh,gen_hidro,gen_termica,gen_solar,gen_eolica,ratio_hidro,demanda_kwh,demanda_max,demanda_min,demanda_promedio,demanda_pico,log_precio_bolsa,estres_hidrico,presion_termica,efecto_solar_demanda,termica_evitada,gen_renovable
2023-07-15,247899100.0,631.41,927.84,0.7,214549444,155027477,55188685,3416709,916573,72.26,9073252,10122064,7768032,9073252,9840480,6.44795541381919,77730542.25352113,0.22262559556438247,2072448,0.061909591397048304,159360759
2023-07-16,293437400.0,658.62,927.84,0.73,191043552,134355267,52112139,3684552,891594,70.33,8136743,9307044,6942339,8136743,9104547,6.49014673692728,70421809.45945945,0.1775920139096379,2162208,0.07070429270415685,138931413
2023-07-17,416736400.0,611.56,927.84,0.75,217204159,154491150,58664790,3208972,839247,71.13,9245502,10538760,7287825,9245502,10287170,6.416013069692413,77190513.15789473,0.14077193607092653,2999345,0.0547001352139821,158539369
2023-07-18,347191500.0,569.81,927.84,0.75,223460287,163873631,55432991,3360340,793324,73.33,9447807,10732190,7625826,9447807,10422967,6.345302971927358,72938146.05263157,0.15966114043788185,2797141,0.060619856131886224,168027295
2023-07-19,326654000.0,458.05,927.84,0.75,222801344,171718695,46401423,3841239,839987,77.07,9530340,10705176,7791982,9530340,10392950,6.1269783484612175,61054503.94736842,0.14205068010172636,2600968,0.08278278270080677,176399921
2023-07-20,238712600.0,361.1,927.84,0.74,208944598,167004643,37021106,4040220,878629,79.93,8903297,10175045,7581076,8903297,9961971,5.889154928283412,49361474.666666664,0.15508651761538136,2380895,0.10913287925182788,171923492
2023-07-21,285810600.0,454.98,927.84,0.73,224362492,175736198,44645842,3107597,872854,78.33,9607986,10771422,7841144,9607986,10442923,6.120253461940899,60332218.91891892,0.15620778880766567,2601779,0.06960551736026128,179716649
2023-07-22,249850000.0,347.53,927.84,0.72,214751109,164311411,46588905,2996800,853993,76.51,9056641,10067042,7795524,9056641,9788810,5.850850992213798,63820417.80821918,0.18646749975398239,1993286,0.06432432648236042,168162204
2023-07-23,197991200.0,376.38,927.84,0.72,194104324,153861316,36147240,3226914,868854,79.27,8266812,9557752,6947204,8266812,9370830,5.930599271336707,49516767.12328767,0.18256993147892467,2423626,0.08927137758591312,157957084
2023-07-24,228213700.0,517.29,927.84,0.71,220797837,167151847,49087581,3672538,885872,75.7,9502482,10840546,7475545,9502482,10568297,6.2486036456801495,68177195.83333334,0.21509480274367926,3092752,0.07481602984640799,171710257
2023-07-25,181204100.0,503.83,927.84,0.71,224961882,168091267,52893017,3245106,732493,74.72,9667417,10900346,7905692,9667417,10622700,6.222238909585092,73462523.61111112,0.29189746097413105,2717008,0.06135225636018728,172068866
2023-07-26,172060100.0,522.41,927.84,0.71,224035387,167393036,53111491,3206412,324447,74.72,9557323,10802531,7894318,9557323,10505881,6.258452720198609,73765959.72222222,0.3086798780851582,2611563,0.06037134110259979,170923895
2023-07-27,177671000.0,549.59,927.84,0.73,222450361,160766932,58203431,2918719,561278,72.27,9517023,10762254,7787819,9517023,10480876,6.309172545691662,78653285.13513513,0.3275910569108574,2693057,0.0501468538831181,164246929
2023-07-28,168166000.0,489.76,927.84,0.72,226648537,169426066,53009675,3416535,796261,74.75,9634178,10848781,7870167,9634178,10466684,6.193915475197103,72615993.15068494,0.3152223082238841,2596517,0.06445115793577007,173638862
2023-07-29,158391500.0,508.17,927.84,0.7,218845878,167021946,47690763,3270801,862368,76.32,9287251,10390208,7950302,9287251,10106709,6.2308160372664005,67170088.73239437,0.3010942045432097,2156407,0.06858353118436097,171155115
2023-07-30,190950300.0,505.38,927.84,0.7,198352938,148045945,46343343,3192446,771203,74.64,8472366,9596734,7403520,8472366,9389258,6.2253106215553276,65272314.08450705,0.2426984548194035,1985738,0.06888682871050479,152009594
2023-07-31,182671600.0,505.05,927.84,0.7,218971838,161942765,52690938,3589804,748330,73.96,9357550,10667509,7426889,9357550,10398477,6.224657434275193,74212588.73239437,0.2884462484127459,2971588,0.06812943682783866,166280899
2023-08-01,227473900.0,566.29,941.65,0.7,220725873,164062372,52816997,3320832,525672,74.33,9489381,10756412,7772534,9489381,10461362,6.339106314478944,74390136.61971831,0.23218926113198365,2688828,0.06287430421547245,167908876
2023-08-02,212559000.0,560.83,941.65,0.71,224019134,162685789,57148248,3632631,552467,72.62,9620755,10952958,7784822,9620755,10669085,6.329417829296706,79372566.66666667,0.268858282788034,2884263,0.06356504466129838,166870887
2023-08-03,175503100.0,521.11,941.65,0.71,229972581,169187169,56277655,3741993,765763,73.57,9792363,11107864,7943198,9792363,10811784,6.25596115190567,78163409.72222222,0.32066473286987673,2868586,0.0664916285781341,173694925
2023-08-04,163961300.0,552.8,941.65,0.7,236537427,176600859,55571596,3593629,771344,74.66,9850028,11039130,8107948,9850028,10737672,6.31499627245346,78269853.52112676,0.3389311725454045,2629724,0.06466664976354737,180965832
2023-08-05,207083100.0,469.12,941.65,0.7,223098356,162798270,55873392,3756489,670205,72.97,9336375,10436507,8043285,9336375,10135733,6.150858599258232,78694918.30985916,0.26981145120093597,2092448,0.06723216182700771,167224964
2023-08-06,164105400.0,497.12,941.65,0.7,201557245,141044120,56387084,3317547,808494,69.98,8455013,9547712,7265309,8455013,9355853,6.208831445644737,79418428.16901408,0.34360285314436423,2090544,0.0588352279604452,145170161
2023-08-07,212050400.0,424.27,941.65,0.7,206140745,149590374,52743710,3013903,792758,72.57,8569725,9808568,7285925,8569725,9661528,6.050370045018507,74286915.49295776,0.2487319512307831,2375603,0.057142414571473746,153397035
2023-08-08,180413300.0,530.34,941.65,0.71,234211674,169925974,59642952,3984575,658172,72.55,9665334,11062733,7692526,9665334,10759112,6.273518310300911,82837433.33333334,0.33059065861224946,3066586,0.06680713813750973,174568721
2023-08-09,238061200.0,620.96,941.65,0.7,235231585,181107832,50403747,3158227,561779,76.99,9749787,10992474,8016775,9749787,10692588,6.431266667620596,70991192.95774648,0.21172600486040563,2675813,0.06265857451711726,184827838
2023-08-10,163909800.0,671.88,941.65,0.68,232468030,180915370,48188678,2886370,477611,77.82,9695265,10922525,7963564,9695265,10636205,6.510079753148802,69838663.76811594,0.293995097950244,2672641,0.05989726342156007,184279351
2023-08-11,184950300.0,744.88,941.65,0.68,236031078,175365784,56399465,3599340,666488,74.3,9855421,11047176,8141030,9855421,10744000,6.613223131580274,81738355.07246377,0.30494389408968847,2602970,0.0638186893471651,179631612
2023-08-12,186975200.0,765.8,941.65,0.69,225661312,161593967,59821566,3441381,804398,71.61,9421990,10460225,8083732,9421990,10169282,6.640921039043194,85459380.0,0.31994385180524554,2085550,0.05752742986488468,165839746
2023-08-13,218014500.0,675.24,941.65,0.71,203402126,141717280,57722919,3218144,743782,69.67,8511313,9599674,7303296,8511313,9416101,6.515068183233188,80170720.83333334,0.2647664202850433,2112805,0.05575158013489269,145679206
2023-08-14,158954900.0,651.52,941.65,0.7,227072122,162253333,60440155,3679217,699417,71.45,9463852,10714551,7511076,9463852,10458978,6.4793080944820485,85126978.87323944,0.38023461132538466,2947902,0.060873717797816404,166631967
2023-08-15,213896200.0,744.84,941.65,0.7,230390569,160630851,65858044,3210617,691057,69.72,9515134,10776404,7843587,9515134,10496266,6.613169430213562,92757808.45070423,0.3078972122557707,2652679,0.04875056646458303,164532525
2023-08-16,173689500.0,688.72,941.65,0.7,228621598,154521724,70557192,2993732,548949,67.59,9537636,10851187,7830683,9537636,10572626,6.5348348023497,99376326.76056339,0.4062260044146249,2741943,0.04242986253719022,158064405
2023-08-17,162023300.0,688.31,941.65,0.7,231958770,160532118,66990808,3922825,513019,69.21,9672837,10929974,7965104,9672837,10640525,6.534239317847378,94353250.70422536,0.41346403626229045,2675421,0.058557659752996864,164967962
2023-08-18,175300000.0,737.83,941.65,0.71,234452431,159116991,71502390,3287830,545220,67.87,9745616,10968601,7953432,9745616,10710441,6.603713445761783,99308875.0,0.40788585049694326,2757009,0.0459820986965317,162950041
2023-08-19,140105200.0,691.61,941.65,0.72,227581171,159366057,64503715,3205487,505912,70.03,9432494,10450572,8192496,9432494,10188375,6.539022212929588,88361253.42465754,0.46039486428487403,1995879,0.049694609842322886,163077456
2023-08-20,187976500.0,434.67,941.65,0.73,201169745,143381583,54729213,2800215,258734,71.27,8331702,9368491,7310777,8331702,9196138,6.07458712250074,73958395.94594595,0.29114922721111824,1885361,0.05116490435985432,146440532
2023-08-21,206192300.0,437.63,941.65,0.75,202286625,143642053,55667466,2929589,47516,71.01,8371008,9736241,7115971,8371008,9469635,6.081373804516616,73246665.78947368,0.26997839264619294,2353664,0.052626590679974716,146619158
2023-08-22,375386800.0,341.84,941.65,0.77,218532807,162556344,52974464,2690747,311251,74.39,9055654,10444749,7364452,9055654,10107984,5.83434279133577,67915979.48717949,0.14111967671447245,2743532,0.05079328314122663,165558342
2023-08-23,234825500.0,257.22,941.65,0.76,224318214,178531186,41802139,3883640,101250,79.59,9300084,10752332,7462249,9300084,10482280,5.549931749837941,54288492.20779221,0.17801362638208532,3020031,0.09290529145158598,182516076
2023-08-24,171939900.0,206.85,941.65,0.75,228522817,190614218,34056746,3574461,277393,83.41,9459995,10874171,7669069,9459995,10601296,5.331993892907421,44811507.89473684,0.19807354663999718,2932227,0.10495603117937248,194466072
2023-08-25,185529000.0,204.0,941.65,0.75,232991416,192545215,36243215,4055716,147270,82.64,9656101,10854424,7910663,9656101,10635279,5.318119993844216,47688440.78947368,0.1953506718876797,2724616,0.1119027627128895,196748201
2023-08-26,169558400.0,249.24,941.65,0.73,222381976,183859984,34232181,4226608,63203,82.68,9222038,10157174,7932488,9222038,9855557,5.518416287676021,46259704.05405405,0.201890208908021,1923069,0.12346884577792909,188149795
2023-08-27,136816800.0,189.68,941.65,0.71,200982159,167313712,29162357,4176504,329586,83.25,8333752,9715643,6901983,8333752,9540801,5.24533844175715,40503273.61111111,0.21314894652448424,2638818,0.1432155794809185,171819802
2023-08-28,123925200.0,369.7,941.65,0.7,233226055,188950919,39949256,4177950,147931,81.02,9571322,10909840,7649278,9571322,10666258,5.912691865942586,56266557.74647888,0.3223658761707395,3016980,0.10458141937408248,193276800
2023-08-29,138709800.0,562.63,941.65,0.68,240018087,192272833,43096522,4208659,440073,80.11,9823773,11315822,7859166,9823773,11031493,6.332622218487628,62458727.536231875,0.3106955794709849,3172327,0.09765657893097315,196921565
2023-08-30,115233600.0,752.15,941.65,0.66,244988208,181108929,58757468,4334051,787760,73.93,9990782,11274320,8165658,9990782,11022775,6.6229357721438324,87697713.43283582,0.5098987403856277,2857117,0.07376170338446675,186230740
2023-08-31,104909500.0,806.32,941.65,0.66,245800825,169929896,71285164,4052870,532895,69.13,9931605,11245148,8138950,9931605,10996416,6.692480686046623,106395767.1641791,0.6794919747068475,2857466,0.05685432586148885,174515661
2023-09-01,100726100.0,841.1,1034.1,0.65,244536122,164791954,74839425,4128397,776346,67.39,9971322,11199003,8193302,9971322,10956777,6.734710558968391,113393068.18181817,0.7429993244749938,2763475,0.05516339743172269,169696697
2023-09-02,109175200.0,896.8,1034.1,0.66,234915755,154870297,76304532,2941813,799112,65.93,9344486,10266930,8255584,9344486,9962851,6.79883287175795,113887361.19402984,0.6989181728183858,1707267,0.03855358108279098,158611222
2023-09-03,113959300.0,940.04,1034.1,0.66,201574026,124538993,73302287,3543789,188958,61.78,8289820,9656636,6989484,8289820,9463649,6.845922427550177,109406398.50746268,0.6432321570663196,2474165,0.048344862032137385,128271740
2023-09-04,147524400.0,967.96,1034.1,0.69,229147687,152955175,72029493,3785577,377442,66.75,9357379,10835291,7315203,9357379,10609275,6.875190764108737,102899275.71428572,0.4882547735272621,3294072,0.052555929380817254,157118194
2023-09-05,116252700.0,981.41,1034.1,0.67,240843015,155737670,80635360,3826058,643927,64.66,9767360,11109854,7888210,9767360,10833656,6.888990313129058,118581411.76470587,0.6936213894935654,2945446,0.04744888535936486,160207655
2023-09-06,102923700.0,943.88,1034.1,0.66,245465144,161915017,78316637,4531367,702122,65.96,9936832,11273899,8063711,9936832,11029429,6.849999039421173,116890502.98507462,0.7609193629754919,2965718,0.05785957001882537,167148506
2023-09-07,102282100.0,1003.02,1034.1,0.64,248326287,161747781,82051988,3892854,633663,65.14,9936311,11256925,8157301,9936311,10962989,6.9107707279425945,126233827.69230768,0.8022125787189295,2805688,0.047443749352620815,166274298
2023-09-08,93512900.0,1020.75,1034.1,0.64,249257575,159133903,85616182,3850639,656851,63.84,9943514,11120920,8139664,9943514,10890880,6.928292930199685,131717203.07692307,0.9155547639357269,2751216,0.044975597662418564,163641393
2023-09-09,99672600.0,1043.46,1034.1,0.66,234412367,145999617,83908772,3767745,736234,62.28,9327467,10355095,8166120,9327467,9953158,6.950297393247806,125236973.13432835,0.8418439085381147,1787038,0.04490287326689904,150503596
2023-09-10,144484500.0,1041.53,1034.1,0.67,204361752,119519053,81182837,3073856,586006,58.48,8242985,9412521,7060171,8242985,9253598,6.948446064894919,119386524.99999999,0.5618792080681374,2193427,0.03786337205900587,123178915
2023-09-11,257835200.0,1056.72,1034.1,0.69,236843409,148841628,83195912,4397004,408864,62.84,9536050,11018704,7411900,9536050,10769495,6.962925050115608,118851302.85714287,0.32267088309636976,3357595,0.05285120195748077,153647496
2023-09-12,184491700.0,1056.52,1034.1,0.69,244618127,155313253,85128377,3811884,364614,63.49,9839146,11279935,7950956,9839146,10994772,6.9627357673076,121611967.14285715,0.46142117254369075,3043816,0.04477806448984615,159489751
2023-09-13,145306400.0,1057.72,1034.1,0.68,246621786,159960120,82819014,3607176,235475,64.86,9809718,11053498,8015311,9809718,10804387,6.9638709271086245,120027556.52173913,0.569961222836976,2789076,0.04355492515818982,163802771
2023-09-14,154476700.0,1058.74,1034.1,0.67,247628568,157392917,86005656,3772531,457465,63.56,9844802,11078574,8050726,9844802,10833331,6.964834800821305,126478905.88235293,0.5567548726975986,2782605,0.04386375421793476,161622913
2023-09-15,131802100.0,1060.08,1034.1,0.66,241058041,150606361,85927201,3963918,560562,62.48,9689381,10787902,7973910,9689381,10506981,6.966099655956381,128249553.73134327,0.6519410566907428,2533071,0.046131119223456155,155130841
2023-09-16,106285100.0,1053.41,1034.1,0.65,226303356,135293268,86093257,4281079,635752,59.78,9204380,10341453,7837741,9204380,10088134,6.959787800074289,130444328.78787878,0.8100218769138677,2250393,0.049726065657777756,140210099
2023-09-17,139260300.0,979.28,1034.1,0.66,207651888,124507459,79051261,3410108,683061,59.96,8382898,9635531,7152558,8382898,9454819,6.886817607767257,117986956.71641791,0.567651085286682,2302261,0.04313793244692286,128600628
2023-09-18,111024900.0,1033.39,1034.1,0.66,235905420,145343308,86373314,3626536,562262,61.61,9405563,10718267,7426519,9405563,10492867,6.940599939011219,128915394.02985074,0.7779634408320706,3066348,0.041986764083328285,149532106
2023-09-19,98885900.0,1038.82,1034.1,0.65,243268877,151465464,87052424,4152060,598929,62.26,9669902,11112629,7752889,9669902,10781177,6.945840732587469,131897612.12121211,0.8803320101214429,3028288,0.047696086582309456,156216453
2023-09-20,91061000.0,1040.07,1034.1,0.64,243636218,148059842,90668318,4220350,687709,60.77,9780348,11150870,7966713,9780348,10861282,6.947043297562665,139489720.0,0.9956876929125784,2894569,0.046547129653964354,152967901
2023-09-21,92349700.0,1060.7,1034.1,0.64,249296732,151462921,92415812,4751505,666495,60.76,9923437,11277151,8058013,9923437,11029605,6.966684346511425,142178172.3076923,1.000715876708686,2971592,0.05141441540962259,156880921
2023-09-22,89218000.0,1060.53,1034.1,0.63,250439131,162623911,83079712,4156681,578828,64.94,9961286,11218368,8185413,9961286,10808137,6.966524062147764,129812050.0,0.9311989852810085,2622724,0.05003244293826581,167359420
2023-09-23,110422100.0,1061.74,1034.1,0.64,233432772,143640349,85529276,3643320,619827,61.53,9292816,10362675,8088676,9292816,10029755,6.96766435073603,131583501.53846154,0.7745666422340578,1941079,0.042597343597327496,147903496
2023-09-24,106884600.0,1004.49,1034.1,0.65,212915625,118913801,89492267,3969288,540268,55.85,8449184,9805302,7177185,8449184,9633328,6.912235229003843,135594343.93939394,0.8372793289465523,2456143,0.044353418331067436,123423357
2023-09-25,121821100.0,1038.27,1034.1,0.64,244076630,156074217,82668688,4738600,595125,63.94,9682288,11136212,7602203,9682288,10931553,6.945311145508571,127182596.92307691,0.6786072964485849,3329350,0.05732037192461102,161407942
2023-09-26,109394600.0,1062.07,1034.1,0.62,247139273,159671200,82390436,4402896,674740,64.61,9815501,11166561,7990113,9815501,10924282,6.9679751130006915,130778469.84126984,0.7531490150962752,2934169,0.05343940583784014,164748836
2023-09-27,90163500.0,1041.74,1034.1,0.61,249634022,158670385,86064899,4474953,423785,63.56,9906786,11252316,8070373,9906786,11004588,6.948647671024428,138814353.22580644,0.9545425593001319,2934215,0.05199509904734683,163569123
2023-09-28,97944800.0,1042.63,1034.1,0.61,245885836,156417836,85081696,4020434,365870,63.61,9783909,11054134,8058830,9783909,10825966,6.949501646138336,137228541.93548387,0.8686698541559138,2767136,0.04725380595076753,160804140
2023-09-29,94631900.0,1032.23,1034.1,0.62,244573220,155008154,84116625,4984907,463534,63.38,9781343,11027137,7913192,9781343,10830507,6.939476789427131,133518452.38095237,0.8888823336646275,2917315,0.059261851515537485,160456595
2023-09-30,95552600.0,1016.05,1034.1,0.61,238909915,150510062,83134090,4709170,556592,63.0,9486592,10603183,8147670,9486592,10298303,6.923677839525952,134087241.93548387,0.8700348198789482,2150633,0.05664547411723068,155775824
2023-10-01,133645500.0,1056.92,1039.99,0.62,216757762,129283318,83028306,4064654,381484,59.64,8536968,9818273,7243261,8536968,9680251,6.963114297102415,131790961.90476191,0.6212577705851842,2436990,0.04895503891221099,133729456
2023-10-02,108228100.0,1063.61,1039.99,0.63,241084861,148567021,88364996,4014932,137911,61.62,9670653,11021664,7717464,9670653,10773885,6.969424061355505,138070306.25,0.816469984999552,3056421,0.04543577362425531,152719864
2023-10-03,111560700.0,1063.69,1039.99,0.64,239649854,150447114,85191576,3915040,96124,62.78,9673082,10889201,8006330,9673082,10662964,6.9694992740664885,131063963.07692307,0.7636342837250547,2656634,0.04595571696014032,154458278
2023-10-04,141244500.0,1058.05,1039.99,0.64,236099909,146223023,86842450,3013240,21197,61.93,9447033,10765225,7777884,9447033,10514933,6.96418287028078,133603769.23076923,0.6148377415415274,2737049,0.03469777701230473,149257460
2023-10-05,138341300.0,1058.79,1039.99,0.63,240233225,148726548,87752410,3744861,9405,61.91,9585502,10856639,7794246,9585502,10560723,6.96488202565402,137113140.625,0.6343182358824282,2766477,0.0426753060950086,152480814
2023-10-06,145582800.0,1087.53,1039.99,0.63,237821750,144862472,89007217,3868085,83975,60.91,9551185,10779151,7760862,9551185,10551811,6.991664348789243,139073776.5625,0.6113855234863904,2790949,0.04345810471236164,148814532
2023-10-07,167576800.0,1101.05,1039.99,0.64,228006395,131564320,91936137,4356863,149075,57.7,9187534,10284931,7837753,9187534,9913076,7.0040195489522015,141440210.76923075,0.5486209096448857,2075323,0.04739010246438675,136070258
2023-10-08,192754100.0,1047.6,1039.87,0.66,203612025,112343162,87534045,3536191,198626,55.18,8179206,9385094,7077960,8179206,9235072,6.954257112633557,130647828.35820895,0.454122867144601,2157112,0.0403978927239351,116077979
2023-10-09,132377900.0,1072.09,1039.99,0.66,232482079,139419008,88564490,4244626,253956,59.97,9387558,10747570,7269129,9387558,10489544,6.977365293330585,132185805.97014925,0.6690277556221412,3220415,0.0479269507685648,143917590
2023-10-10,151323900.0,1068.39,1039.99,0.66,237897787,138432007,94824087,4097461,544232,58.19,9648656,10968932,7781481,9648656,10713423,6.973908121401662,141528488.05970147,0.6266299399722718,2931942,0.04321118279566264,143073700
2023-10-11,152375300.0,1047.67,1039.99,0.66,238358391,138742352,94313615,4771533,530891,58.21,9677093,11057628,7812313,9677093,10808379,6.954323929797956,140766589.5522388,0.6189560537767207,2996066,0.050592196571065624,144044776
2023-10-12,123860000.0,986.65,1039.99,0.65,243742641,144363206,93909560,4988953,480922,59.23,9858623,11097913,8021731,9858623,10786675,6.894315366615435,142287212.12121212,0.7581911774730246,2764944,0.053125080629436654,149833081
2023-10-13,130289000.0,1001.78,1039.99,0.64,242084964,143880040,93177725,4584956,442244,59.43,9792023,11034440,7980523,9792023,10750206,6.909533696659548,143350346.15384614,0.7151618654286865,2769683,0.049206566814047385,148907240
2023-10-14,136957300.0,1054.27,1039.99,0.65,226625862,130858764,91832001,3580312,354784,57.74,9145791,10177766,8009958,9145791,9863272,6.96060386327907,139139395.45454544,0.6705155572538627,1853314,0.03898762873535089,134793860
2023-10-15,122624600.0,1015.29,1039.99,0.64,202730549,106868637,91054371,4653565,153976,52.71,8239910,9372491,7017092,8239910,9234558,6.922929564953049,140083647.69230768,0.7425457066319017,2217466,0.05110754044846962,111676178
2023-10-16,121221100.0,1078.55,1039.99,0.65,204295568,116808276,83799541,3573217,114535,57.18,8272594,9704333,7011893,8272594,9507318,6.983372825440726,126969001.51515152,0.6912949998697009,2495425,0.04264005404707343,120496028
2023-10-17,117327000.0,1112.97,1039.99,0.66,233468901,126116177,101907232,5158978,286513,54.02,9466775,11054952,7311738,9466775,10767407,7.014787396734377,152100346.2686567,0.8685744213303467,3455669,0.05062425745579806,131561668
2023-10-18,114567000.0,1180.17,1039.99,0.66,240056555,134835657,100077184,4858023,285691,56.17,9687458,11073159,7840192,9687458,10836371,7.073413774879552,149368931.34328356,0.8735253879954491,2996179,0.04854276226894272,139979371
2023-10-19,110499700.0,1281.68,1039.87,0.65,245330314,140301745,100104575,4639914,284079,57.19,9803439,11129314,8004991,9803439,10895489,7.155926996338459,151673598.48484847,0.9059262069858451,2890498,0.04635066832509235,145225738
2023-10-20,107624900.0,1369.7,1039.99,0.64,235123627,138292149,92880028,3661168,290283,58.82,9575261,10850296,7920325,9575261,10487394,7.222347016740776,142892350.76923075,0.8629975696795298,2567069,0.03941824781299325,142243600
2023-10-21,107681700.0,1423.04,1039.99,0.64,222972177,122191910,96483196,4253025,44047,54.8,9068025,10148577,7754082,9068025,9806378,7.260550707322332,148435686.15384614,0.8960036394670251,2052296,0.04408047341134436,126488982
2023-10-22,109987000.0,1229.77,1039.99,0.64,202743904,109882615,89699746,3154885,6658,54.2,8191395,9470604,6904622,8191395,9328586,7.114582439011385,137999609.23076922,0.8155486119673361,2423964,0.035171615366986486,113044158
2023-10-23,142724300.0,1341.92,1039.99,0.64,232157336,130166941,96840606,4958871,190918,56.07,9507122,10907643,7390622,9507122,10643911,7.201856703236102,148985547.69230768,0.6785151885242023,3253289,0.05120652537834671,135316730
2023-10-24,177018000.0,1460.85,1039.99,0.68,231353403,135891850,91362338,3870752,228463,58.74,9534340,10825705,7832769,9534340,10570734,7.286773737075318,132409185.50724636,0.5161189115450467,2737965,0.042367041412983086,139991065
2023-10-25,151789800.0,978.99,1039.99,0.67,229959897,126490268,99791163,3593642,84824,55.01,9388175,10511288,7775813,9388175,10202588,6.8865214279737454,146751710.29411763,0.6574299613186791,2426775,0.036011625237681366,130168734
2023-10-26,198510400.0,771.0,1039.99,0.69,224786062,132020480,88641238,4058599,65745,58.73,9221812,10531825,7411197,9221812,10182229,6.647688373563329,126630340.00000001,0.4465319577889523,2771032,0.045786803589241344,136144824
2023-10-27,213546700.0,683.61,1039.59,0.69,226445831,148501664,74373275,3529882,41011,65.58,9171232,10411672,7504828,9171232,10083118,6.527387579572125,106247535.71428572,0.34827639411765016,2578290,0.047461698473521594,152072557
2023-10-28,192318900.0,547.28,1039.55,0.68,220041410,155007465,61325786,3678486,29673,70.44,8724929,9844258,7467203,8724929,9399178,6.304960554452743,88877950.72463767,0.3188755014776213,1931975,0.05998269537087229,158715624
2023-10-29,200642600.0,371.94,1039.55,0.68,198890255,146760064,47912493,4216194,1503,73.79,7836215,9149911,6823474,7836215,9005789,5.918732550941883,69438395.6521739,0.2387952147809328,2182315,0.08799779865352031,150977761
2023-10-30,224467900.0,566.88,1039.55,0.69,229690467,161531933,63174141,4965893,18500,70.33,9143359,10524667,7083032,9143359,10255190,6.340147641117162,90248772.85714287,0.28143953197121047,3172158,0.07860641779669916,166516326
2023-10-31,255567100.0,512.85,1039.59,0.7,229602101,165378518,60208496,3999228,15859,72.03,9202752,10355518,7432786,9202752,9952881,6.23998340475342,84800698.5915493,0.23558781926316877,2520095,0.06642298345364775,169393605
2023-11-01,277557900.0,444.82,1049.78,0.68,229636475,174276511,52679520,2637382,43062,75.89,9115538,10305564,7629855,9115538,9993671,6.097669705954298,76347130.43478261,0.18979650663952816,2363816,0.05006465415659341,176956955
2023-11-02,308069100.0,441.75,1049.78,0.7,228534250,171085773,52820165,4574986,53327,74.86,9106603,10425886,7279086,9106603,10123231,6.090744111199806,74394598.59154929,0.1714555754814242,2844145,0.08661438133306888,175714086
2023-11-03,320878000.0,333.84,1049.78,0.71,231682638,185136998,41892691,4479379,173569,79.91,9217222,10580035,7370222,9217222,10285698,5.810661836283297,58184293.05555556,0.13055644472180566,2915476,0.10692506941306135,189789946
2023-11-04,335305300.0,435.31,1049.78,0.72,221654675,181665453,35289379,4451493,248349,81.96,8918774,10143631,7567366,8918774,9796736,6.076058420956916,48341615.06849315,0.10524551474359184,2229370,0.12614256753731576,186365295
2023-11-05,258984000.0,302.14,1049.78,0.71,203108928,163682088,35012721,4141791,272329,80.59,8173831,9397379,6964428,8173831,9246625,5.710890486115579,48628779.16666667,0.1351926021098114,2282197,0.11829388757606449,168096208
2023-11-06,254521400.0,410.13,1049.77,0.7,207803316,168873039,34982096,3765030,183150,81.27,8306923,9736387,7008338,8306923,9520643,6.0164741826120105,49270557.74647888,0.1374426506476758,2512305,0.1076273386355312,172821219
2023-11-07,254784000.0,587.95,1049.77,0.69,232716933,172936157,55567878,4134071,78826,74.31,9301844,10789557,7281576,9301844,10523838,6.3766419102694245,79382682.85714287,0.21809798802869101,3242262,0.07439677515854078,177149054
2023-11-08,194584200.0,515.36,1049.77,0.67,239738009,185896447,48205773,5336336,299453,77.54,9637078,11086002,7691230,9637078,10823570,6.244865685582889,70890842.64705881,0.2477373432799922,3132340,0.11069910421934102,191532236
2023-11-09,180180200.0,618.79,1049.77,0.65,243855159,184048585,54340718,4969053,496803,75.47,9851692,11241432,7925827,9851692,10974197,6.427765958258054,82334421.2121212,0.3015909500511657,3048370,0.09144253317664053,189514441
2023-11-10,180031000.0,601.07,1049.77,0.65,241179818,164449200,71791246,4257874,681499,68.19,9748740,11065769,7994274,9748740,10783787,6.3987114002985646,108774615.15151514,0.39877157601317786,2789513,0.059309096553233014,169388573
2023-11-11,173460600.0,603.33,1049.77,0.65,228525078,160528182,63091928,4303607,601361,70.25,9330052,10531176,8019573,9330052,10146753,6.402464310714621,95593830.3030303,0.36372483224591157,2127180,0.06821168837617883,165433150
2023-11-12,200091400.0,623.42,1049.77,0.66,208957265,144076468,60176066,4135905,568826,68.95,8411492,9538898,7278828,8411492,9386690,6.435220448948869,89815023.88059701,0.30074288899601437,2107862,0.06873006506058298,148781199
2023-11-13,157722700.0,670.66,1049.77,0.65,212820010,150515309,57419851,4307677,577173,70.72,8596928,10125396,7159591,8596928,9934036,6.508262302144262,86999774.24242423,0.36405571700170164,2774445,0.07502069145005807,155400159
2023-11-14,171323400.0,830.7,1049.77,0.65,241074566,151226996,84449843,4717073,680653,62.73,9652229,11109831,7588473,9652229,10860252,6.722268718845026,127954307.57575756,0.49292649169391634,3271779,0.05585650341757884,156624722
2023-11-15,236243400.0,800.75,1049.77,0.68,236109059,147633337,84380048,3484249,611425,62.53,9550605,10718018,7971024,9550605,10466304,6.6855487884892675,122289924.63768116,0.3571742010266776,2495280,0.0412923320298143,151729011
